,model_key,Date,Order_Demand
5954,Product_1294-Whse_J-Category_019,2013-05-13 00:00:00.000000,15200.0
5955,Product_1294-Whse_J-Category_019,2013-05-14 00:00:00.000000,57700.0
5956,Product_1294-Whse_J-Category_019,2013-05-15 00:00:00.000000,35500.0
5957,Product_1294-Whse_J-Category_019,2013-05-16 00:00:00.000000,93800.0
5958,Product_1294-Whse_J-Category_019,2013-05-17 00:00:00.000000,47500.0
5959,Product_1294-Whse_J-Category_019,2013-05-18 00:00:00.000000,49940.0
5960,Product_1294-Whse_J-Category_019,2013-05-19 00:00:00.000000,49940.0
5961,Product_1294-Whse_J-Category_019,2013-05-20 00:00:00.000000,10000.0
5962,Product_1294-Whse_J-Category_019,2013-05-21 00:00:00.000000,101500.0
5963,Product_1294-Whse_J-Category_019,2013-05-22 00:00:00.000000,74000.0
5964,Product_1294-Whse_J-Category_019,2013-05-23 00:00:00.000000,85000.0
5965,Product_1294-Whse_J-Category_019,2013-05-24 00:00:00.000000,15000.0
5966,Product_1294-Whse_J-Category_019,2013-05-25 00:00:00.000000,57100.0
5967,Product_1294-Whse_J-Category_019,2013-05-26 00:00:00.000000,57100.0
5968,Product_1294-Whse_J-Category_019,2013-05-27 00:00:00.000000,28200.0
5969,Product_1294-Whse_J-Category_019,2013-05-28 00:00:00.000000,33800.0
5970,Product_1294-Whse_J-Category_019,2013-05-29 00:00:00.000000,26000.0
5971,Product_1294-Whse_J-Category_019,2013-05-30 00:00:00.000000,33200.0
5972,Product_1294-Whse_J-Category_019,2013-05-31 00:00:00.000000,10400.0
5973,Product_1294-Whse_J-Category_019,2013-06-01 00:00:00.000000,26320.0
5974,Product_1294-Whse_J-Category_019,2013-06-02 00:00:00.000000,26320.0
5975,Product_1294-Whse_J-Category_019,2013-06-03 00:00:00.000000,132200.0
5976,Product_1294-Whse_J-Category_019,2013-06-04 00:00:00.000000,98900.0
5977,Product_1294-Whse_J-Category_019,2013-06-05 00:00:00.000000,13500.0
5978,Product_1294-Whse_J-Category_019,2013-06-06 00:00:00.000000,18600.0
5979,Product_1294-Whse_J-Category_019,2013-06-07 00:00:00.000000,66000.0
5980,Product_1294-Whse_J-Category_019,2013-06-08 00:00:00.000000,65840.0
5981,Product_1294-Whse_J-Category_019,2013-06-09 00:00:00.000000,65840.0
5982,Product_1294-Whse_J-Category_019,2013-06-10 00:00:00.000000,85000.0
5983,Product_1294-Whse_J-Category_019,2013-06-11 00:00:00.000000,128500.0
5984,Product_1294-Whse_J-Category_019,2013-06-12 00:00:00.000000,67300.0
5985,Product_1294-Whse_J-Category_019,2013-06-13 00:00:00.000000,37000.0
5986,Product_1294-Whse_J-Category_019,2013-06-14 00:00:00.000000,11000.0
5987,Product_1294-Whse_J-Category_019,2013-06-15 00:00:00.000000,65760.0
5988,Product_1294-Whse_J-Category_019,2013-06-16 00:00:00.000000,65760.0
5989,Product_1294-Whse_J-Category_019,2013-06-17 00:00:00.000000,54500.0
5990,Product_1294-Whse_J-Category_019,2013-06-18 00:00:00.000000,25800.0
5991,Product_1294-Whse_J-Category_019,2013-06-19 00:00:00.000000,11800.0
5992,Product_1294-Whse_J-Category_019,2013-06-20 00:00:00.000000,35200.0
5993,Product_1294-Whse_J-Category_019,2013-06-21 00:00:00.000000,79000.0
5994,Product_1294-Whse_J-Category_019,2013-06-22 00:00:00.000000,41260.0
5995,Product_1294-Whse_J-Category_019,2013-06-23 00:00:00.000000,41260.0
5996,Product_1294-Whse_J-Category_019,2013-06-24 00:00:00.000000,10500.0
5997,Product_1294-Whse_J-Category_019,2013-06-25 00:00:00.000000,50500.0
5998,Product_1294-Whse_J-Category_019,2013-06-26 00:00:00.000000,43700.0
5999,Product_1294-Whse_J-Category_019,2013-06-27 00:00:00.000000,55200.0
6000,Product_1294-Whse_J-Category_019,2013-06-28 00:00:00.000000,132200.0
6001,Product_1294-Whse_J-Category_019,2013-06-29 00:00:00.000000,58420.0
6002,Product_1294-Whse_J-Category_019,2013-06-30 00:00:00.000000,58420.0
6003,Product_1294-Whse_J-Category_019,2013-07-01 00:00:00.000000,36200.0
6004,Product_1294-Whse_J-Category_019,2013-07-02 00:00:00.000000,127100.0
6005,Product_1294-Whse_J-Category_019,2013-07-03 00:00:00.000000,32000.0
6006,Product_1294-Whse_J-Category_019,2013-07-04 00:00:00.000000,96500.0
6007,Product_1294-Whse_J-Category_019,2013-07-05 00:00:00.000000,39100.0
6008,Product_1294-Whse_J-Category_019,2013-07-06 00:00:00.000000,66180.0
6009,Product_1294-Whse_J-Category_019,2013-07-07 00:00:00.000000,66180.0
6010,Product_1294-Whse_J-Category_019,2013-07-08 00:00:00.000000,53300.0
6011,Product_1294-Whse_J-Category_019,2013-07-09 00:00:00.000000,15200.0
6012,Product_1294-Whse_J-Category_019,2013-07-10 00:00:00.000000,82500.0
6013,Product_1294-Whse_J-Category_019,2013-07-11 00:00:00.000000,42500.0
6014,Product_1294-Whse_J-Category_019,2013-07-12 00:00:00.000000,76300.0
6015,Product_1294-Whse_J-Category_019,2013-07-13 00:00:00.000000,53960.0
6016,Product_1294-Whse_J-Category_019,2013-07-14 00:00:00.000000,53960.0
6017,Product_1294-Whse_J-Category_019,2013-07-15 00:00:00.000000,54125.0
6018,Product_1294-Whse_J-Category_019,2013-07-16 00:00:00.000000,52800.0
6019,Product_1294-Whse_J-Category_019,2013-07-17 00:00:00.000000,132200.0
6020,Product_1294-Whse_J-Category_019,2013-07-18 00:00:00.000000,77900.0
6021,Product_1294-Whse_J-Category_019,2013-07-19 00:00:00.000000,32500.0
6022,Product_1294-Whse_J-Category_019,2013-07-20 00:00:00.000000,73850.0
6023,Product_1294-Whse_J-Category_019,2013-07-21 00:00:00.000000,73850.0
6024,Product_1294-Whse_J-Category_019,2013-07-22 00:00:00.000000,32000.0
6025,Product_1294-Whse_J-Category_019,2013-07-23 00:00:00.000000,90400.0
6026,Product_1294-Whse_J-Category_019,2013-07-24 00:00:00.000000,27000.0
6027,Product_1294-Whse_J-Category_019,2013-07-25 00:00:00.000000,79500.0
6028,Product_1294-Whse_J-Category_019,2013-07-26 00:00:00.000000,46000.0
6029,Product_1294-Whse_J-Category_019,2013-07-27 00:00:00.000000,54980.0
6030,Product_1294-Whse_J-Category_019,2013-07-28 00:00:00.000000,54980.0
6031,Product_1294-Whse_J-Category_019,2013-07-29 00:00:00.000000,64200.0
6032,Product_1294-Whse_J-Category_019,2013-07-30 00:00:00.000000,114000.0
6033,Product_1294-Whse_J-Category_019,2013-07-31 00:00:00.000000,105200.0
6034,Product_1294-Whse_J-Category_019,2013-08-01 00:00:00.000000,69400.0
6035,Product_1294-Whse_J-Category_019,2013-08-02 00:00:00.000000,34400.0
6036,Product_1294-Whse_J-Category_019,2013-08-03 00:00:00.000000,77440.0
6037,Product_1294-Whse_J-Category_019,2013-08-04 00:00:00.000000,77440.0
6038,Product_1294-Whse_J-Category_019,2013-08-05 00:00:00.000000,60100.0
6039,Product_1294-Whse_J-Category_019,2013-08-06 00:00:00.000000,18600.0
6040,Product_1294-Whse_J-Category_019,2013-08-07 00:00:00.000000,23100.0
6041,Product_1294-Whse_J-Category_019,2013-08-08 00:00:00.000000,46000.0
6042,Product_1294-Whse_J-Category_019,2013-08-09 00:00:00.000000,500.0
6043,Product_1294-Whse_J-Category_019,2013-08-10 00:00:00.000000,29660.0
6044,Product_1294-Whse_J-Category_019,2013-08-11 00:00:00.000000,29660.0
6045,Product_1294-Whse_J-Category_019,2013-08-12 00:00:00.000000,1000.0
6046,Product_1294-Whse_J-Category_019,2013-08-13 00:00:00.000000,3000.0
6047,Product_1294-Whse_J-Category_019,2013-08-14 00:00:00.000000,10000.0
6048,Product_1294-Whse_J-Category_019,2013-08-15 00:00:00.000000,10000.0
6049,Product_1294-Whse_J-Category_019,2013-08-16 00:00:00.000000,60500.0
6050,Product_1294-Whse_J-Category_019,2013-08-17 00:00:00.000000,16900.0
6051,Product_1294-Whse_J-Category_019,2013-08-18 00:00:00.000000,16900.0
6052,Product_1294-Whse_J-Category_019,2013-08-19 00:00:00.000000,66200.0
6053,Product_1294-Whse_J-Category_019,2013-08-20 00:00:00.000000,36000.0
6054,Product_1294-Whse_J-Category_019,2013-08-21 00:00:00.000000,89200.0
6055,Product_1294-Whse_J-Category_019,2013-08-22 00:00:00.000000,8500.0
6056,Product_1294-Whse_J-Category_019,2013-08-23 00:00:00.000000,39100.0
6057,Product_1294-Whse_J-Category_019,2013-08-24 00:00:00.000000,47800.0
6058,Product_1294-Whse_J-Category_019,2013-08-25 00:00:00.000000,47800.0
6059,Product_1294-Whse_J-Category_019,2013-08-26 00:00:00.000000,38000.0
6060,Product_1294-Whse_J-Category_019,2013-08-27 00:00:00.000000,43100.0
6061,Product_1294-Whse_J-Category_019,2013-08-28 00:00:00.000000,96800.0
6062,Product_1294-Whse_J-Category_019,2013-08-29 00:00:00.000000,67800.0
6063,Product_1294-Whse_J-Category_019,2013-08-30 00:00:00.000000,81000.0
6064,Product_1294-Whse_J-Category_019,2013-08-31 00:00:00.000000,65340.0
6065,Product_1294-Whse_J-Category_019,2013-09-01 00:00:00.000000,65340.0
6066,Product_1294-Whse_J-Category_019,2013-09-02 00:00:00.000000,30500.0
6067,Product_1294-Whse_J-Category_019,2013-09-03 00:00:00.000000,91000.0
6068,Product_1294-Whse_J-Category_019,2013-09-04 00:00:00.000000,93000.0
6069,Product_1294-Whse_J-Category_019,2013-09-05 00:00:00.000000,116000.0
6070,Product_1294-Whse_J-Category_019,2013-09-06 00:00:00.000000,15300.0
6071,Product_1294-Whse_J-Category_019,2013-09-07 00:00:00.000000,69160.0
6072,Product_1294-Whse_J-Category_019,2013-09-08 00:00:00.000000,69160.0
6073,Product_1294-Whse_J-Category_019,2013-09-09 00:00:00.000000,49900.0
6074,Product_1294-Whse_J-Category_019,2013-09-10 00:00:00.000000,21100.0
6075,Product_1294-Whse_J-Category_019,2013-09-11 00:00:00.000000,34300.0
6076,Product_1294-Whse_J-Category_019,2013-09-12 00:00:00.000000,30150.0
6077,Product_1294-Whse_J-Category_019,2013-09-13 00:00:00.000000,21100.0
6078,Product_1294-Whse_J-Category_019,2013-09-14 00:00:00.000000,31600.0
6079,Product_1294-Whse_J-Category_019,2013-09-15 00:00:00.000000,31600.0
6080,Product_1294-Whse_J-Category_019,2013-09-16 00:00:00.000000,25500.0
6081,Product_1294-Whse_J-Category_019,2013-09-17 00:00:00.000000,32000.0
6082,Product_1294-Whse_J-Category_019,2013-09-18 00:00:00.000000,70500.0
6083,Product_1294-Whse_J-Category_019,2013-09-19 00:00:00.000000,2500.0
6084,Product_1294-Whse_J-Category_019,2013-09-20 00:00:00.000000,24900.0
6085,Product_1294-Whse_J-Category_019,2013-09-21 00:00:00.000000,32475.0
6086,Product_1294-Whse_J-Category_019,2013-09-22 00:00:00.000000,32475.0
6087,Product_1294-Whse_J-Category_019,2013-09-23 00:00:00.000000,32475.0
6088,Product_1294-Whse_J-Category_019,2013-09-24 00:00:00.000000,132200.0
6089,Product_1294-Whse_J-Category_019,2013-09-25 00:00:00.000000,77100.0
6090,Product_1294-Whse_J-Category_019,2013-09-26 00:00:00.000000,44400.0
6091,Product_1294-Whse_J-Category_019,2013-09-27 00:00:00.000000,13100.0
6092,Product_1294-Whse_J-Category_019,2013-09-28 00:00:00.000000,66700.0
6093,Product_1294-Whse_J-Category_019,2013-09-29 00:00:00.000000,66700.0
6094,Product_1294-Whse_J-Category_019,2013-09-30 00:00:00.000000,56200.0
6095,Product_1294-Whse_J-Category_019,2013-10-01 00:00:00.000000,132200.0
6096,Product_1294-Whse_J-Category_019,2013-10-02 00:00:00.000000,132200.0
6097,Product_1294-Whse_J-Category_019,2013-10-03 00:00:00.000000,92200.0
6098,Product_1294-Whse_J-Category_019,2013-10-04 00:00:00.000000,51700.0
6099,Product_1294-Whse_J-Category_019,2013-10-05 00:00:00.000000,92900.0
6100,Product_1294-Whse_J-Category_019,2013-10-06 00:00:00.000000,92900.0
6101,Product_1294-Whse_J-Category_019,2013-10-07 00:00:00.000000,56200.0
6102,Product_1294-Whse_J-Category_019,2013-10-08 00:00:00.000000,64300.0
6103,Product_1294-Whse_J-Category_019,2013-10-09 00:00:00.000000,2000.0
6104,Product_1294-Whse_J-Category_019,2013-10-10 00:00:00.000000,72600.0
6105,Product_1294-Whse_J-Category_019,2013-10-11 00:00:00.000000,42200.0
6106,Product_1294-Whse_J-Category_019,2013-10-12 00:00:00.000000,47460.0
6107,Product_1294-Whse_J-Category_019,2013-10-13 00:00:00.000000,47460.0
6108,Product_1294-Whse_J-Category_019,2013-10-14 00:00:00.000000,45275.0
6109,Product_1294-Whse_J-Category_019,2013-10-15 00:00:00.000000,98100.0
6110,Product_1294-Whse_J-Category_019,2013-10-16 00:00:00.000000,11000.0
6111,Product_1294-Whse_J-Category_019,2013-10-17 00:00:00.000000,57300.0
6112,Product_1294-Whse_J-Category_019,2013-10-18 00:00:00.000000,25100.0
6113,Product_1294-Whse_J-Category_019,2013-10-19 00:00:00.000000,47875.0
6114,Product_1294-Whse_J-Category_019,2013-10-20 00:00:00.000000,47875.0
6115,Product_1294-Whse_J-Category_019,2013-10-21 00:00:00.000000,58000.0
6116,Product_1294-Whse_J-Category_019,2013-10-22 00:00:00.000000,100000.0
6117,Product_1294-Whse_J-Category_019,2013-10-23 00:00:00.000000,114800.0
6118,Product_1294-Whse_J-Category_019,2013-10-24 00:00:00.000000,20000.0
6119,Product_1294-Whse_J-Category_019,2013-10-25 00:00:00.000000,77700.0
6120,Product_1294-Whse_J-Category_019,2013-10-26 00:00:00.000000,74100.0
6121,Product_1294-Whse_J-Category_019,2013-10-27 00:00:00.000000,74100.0
6122,Product_1294-Whse_J-Category_019,2013-10-28 00:00:00.000000,23500.0
6123,Product_1294-Whse_J-Category_019,2013-10-29 00:00:00.000000,72400.0
6124,Product_1294-Whse_J-Category_019,2013-10-30 00:00:00.000000,44400.0
6125,Product_1294-Whse_J-Category_019,2013-10-31 00:00:00.000000,123500.0
6126,Product_1294-Whse_J-Category_019,2013-11-01 00:00:00.000000,64200.0
6127,Product_1294-Whse_J-Category_019,2013-11-02 00:00:00.000000,65600.0
6128,Product_1294-Whse_J-Category_019,2013-11-03 00:00:00.000000,65600.0
6129,Product_1294-Whse_J-Category_019,2013-11-04 00:00:00.000000,76125.0
6130,Product_1294-Whse_J-Category_019,2013-11-05 00:00:00.000000,110400.0
6131,Product_1294-Whse_J-Category_019,2013-11-06 00:00:00.000000,122800.0
6132,Product_1294-Whse_J-Category_019,2013-11-07 00:00:00.000000,61900.0
6133,Product_1294-Whse_J-Category_019,2013-11-08 00:00:00.000000,36900.0
6134,Product_1294-Whse_J-Category_019,2013-11-09 00:00:00.000000,83000.0
6135,Product_1294-Whse_J-Category_019,2013-11-10 00:00:00.000000,83000.0
6136,Product_1294-Whse_J-Category_019,2013-11-11 00:00:00.000000,48100.0
6137,Product_1294-Whse_J-Category_019,2013-11-12 00:00:00.000000,50100.0
6138,Product_1294-Whse_J-Category_019,2013-11-13 00:00:00.000000,19000.0
6139,Product_1294-Whse_J-Category_019,2013-11-14 00:00:00.000000,101200.0
6140,Product_1294-Whse_J-Category_019,2013-11-15 00:00:00.000000,52000.0
6141,Product_1294-Whse_J-Category_019,2013-11-16 00:00:00.000000,54080.0
6142,Product_1294-Whse_J-Category_019,2013-11-17 00:00:00.000000,10000.0
6143,Product_1294-Whse_J-Category_019,2013-11-18 00:00:00.000000,107000.0
6144,Product_1294-Whse_J-Category_019,2013-11-19 00:00:00.000000,42800.0
6145,Product_1294-Whse_J-Category_019,2013-11-20 00:00:00.000000,34800.0
6146,Product_1294-Whse_J-Category_019,2013-11-21 00:00:00.000000,132200.0
6147,Product_1294-Whse_J-Category_019,2013-11-22 00:00:00.000000,33500.0
6148,Product_1294-Whse_J-Category_019,2013-11-23 00:00:00.000000,60050.0
6149,Product_1294-Whse_J-Category_019,2013-11-24 00:00:00.000000,70060.0
6150,Product_1294-Whse_J-Category_019,2013-11-25 00:00:00.000000,92600.0
6151,Product_1294-Whse_J-Category_019,2013-11-26 00:00:00.000000,38800.0
6152,Product_1294-Whse_J-Category_019,2013-11-27 00:00:00.000000,33300.0
6153,Product_1294-Whse_J-Category_019,2013-11-28 00:00:00.000000,14800.0
6154,Product_1294-Whse_J-Category_019,2013-11-29 00:00:00.000000,52000.0
6155,Product_1294-Whse_J-Category_019,2013-11-30 00:00:00.000000,46300.0
6156,Product_1294-Whse_J-Category_019,2013-12-01 00:00:00.000000,46300.0
6157,Product_1294-Whse_J-Category_019,2013-12-02 00:00:00.000000,56900.0
6158,Product_1294-Whse_J-Category_019,2013-12-03 00:00:00.000000,64300.0
6159,Product_1294-Whse_J-Category_019,2013-12-04 00:00:00.000000,33000.0
6160,Product_1294-Whse_J-Category_019,2013-12-05 00:00:00.000000,126300.0
6161,Product_1294-Whse_J-Category_019,2013-12-06 00:00:00.000000,25000.0
6162,Product_1294-Whse_J-Category_019,2013-12-07 00:00:00.000000,61100.0
6163,Product_1294-Whse_J-Category_019,2013-12-08 00:00:00.000000,61100.0
6164,Product_1294-Whse_J-Category_019,2013-12-09 00:00:00.000000,30600.0
6165,Product_1294-Whse_J-Category_019,2013-12-10 00:00:00.000000,59100.0
6166,Product_1294-Whse_J-Category_019,2013-12-11 00:00:00.000000,132200.0
6167,Product_1294-Whse_J-Category_019,2013-12-12 00:00:00.000000,40400.0
6168,Product_1294-Whse_J-Category_019,2013-12-13 00:00:00.000000,28000.0
6169,Product_1294-Whse_J-Category_019,2013-12-14 00:00:00.000000,58060.0
6170,Product_1294-Whse_J-Category_019,2013-12-15 00:00:00.000000,58060.0
6171,Product_1294-Whse_J-Category_019,2013-12-16 00:00:00.000000,82600.0
6172,Product_1294-Whse_J-Category_019,2013-12-17 00:00:00.000000,118800.0
6173,Product_1294-Whse_J-Category_019,2013-12-18 00:00:00.000000,48700.0
6174,Product_1294-Whse_J-Category_019,2013-12-19 00:00:00.000000,34100.0
6175,Product_1294-Whse_J-Category_019,2013-12-20 00:00:00.000000,62500.0
6176,Product_1294-Whse_J-Category_019,2013-12-21 00:00:00.000000,69340.0
6177,Product_1294-Whse_J-Category_019,2013-12-22 00:00:00.000000,69340.0
6178,Product_1294-Whse_J-Category_019,2013-12-23 00:00:00.000000,66025.0
6179,Product_1294-Whse_J-Category_019,2013-12-24 00:00:00.000000,132200.0
6180,Product_1294-Whse_J-Category_019,2013-12-25 00:00:00.000000,132200.0
6181,Product_1294-Whse_J-Category_019,2013-12-26 00:00:00.000000,95300.0
6182,Product_1294-Whse_J-Category_019,2013-12-27 00:00:00.000000,119900.0
6183,Product_1294-Whse_J-Category_019,2013-12-28 00:00:00.000000,119900.0
6184,Product_1294-Whse_J-Category_019,2013-12-29 00:00:00.000000,119900.0
6185,Product_1294-Whse_J-Category_019,2013-12-30 00:00:00.000000,119900.0
6186,Product_1294-Whse_J-Category_019,2013-12-31 00:00:00.000000,113750.0
6187,Product_1294-Whse_J-Category_019,2014-01-01 00:00:00.000000,95300.0
6188,Product_1294-Whse_J-Category_019,2014-01-02 00:00:00.000000,95300.0
6189,Product_1294-Whse_J-Category_019,2014-01-03 00:00:00.000000,95300.0
6190,Product_1294-Whse_J-Category_019,2014-01-04 00:00:00.000000,95300.0
6191,Product_1294-Whse_J-Category_019,2014-01-05 00:00:00.000000,95300.0
6192,Product_1294-Whse_J-Category_019,2014-01-06 00:00:00.000000,98400.0
6193,Product_1294-Whse_J-Category_019,2014-01-07 00:00:00.000000,34000.0
6194,Product_1294-Whse_J-Category_019,2014-01-08 00:00:00.000000,76300.0
6195,Product_1294-Whse_J-Category_019,2014-01-09 00:00:00.000000,132200.0
6196,Product_1294-Whse_J-Category_019,2014-01-10 00:00:00.000000,72000.0
6197,Product_1294-Whse_J-Category_019,2014-01-11 00:00:00.000000,82580.0
6198,Product_1294-Whse_J-Category_019,2014-01-12 00:00:00.000000,82580.0
6199,Product_1294-Whse_J-Category_019,2014-01-13 00:00:00.000000,40000.0
6200,Product_1294-Whse_J-Category_019,2014-01-14 00:00:00.000000,66400.0
6201,Product_1294-Whse_J-Category_019,2014-01-15 00:00:00.000000,42600.0
6202,Product_1294-Whse_J-Category_019,2014-01-16 00:00:00.000000,48100.0
6203,Product_1294-Whse_J-Category_019,2014-01-17 00:00:00.000000,40100.0
6204,Product_1294-Whse_J-Category_019,2014-01-18 00:00:00.000000,47440.0
6205,Product_1294-Whse_J-Category_019,2014-01-19 00:00:00.000000,47440.0
6206,Product_1294-Whse_J-Category_019,2014-01-20 00:00:00.000000,132200.0
6207,Product_1294-Whse_J-Category_019,2014-01-21 00:00:00.000000,28000.0
6208,Product_1294-Whse_J-Category_019,2014-01-22 00:00:00.000000,32100.0
6209,Product_1294-Whse_J-Category_019,2014-01-23 00:00:00.000000,123200.0
6210,Product_1294-Whse_J-Category_019,2014-01-24 00:00:00.000000,200.0
6211,Product_1294-Whse_J-Category_019,2014-01-25 00:00:00.000000,63140.0
6212,Product_1294-Whse_J-Category_019,2014-01-26 00:00:00.000000,63140.0
6213,Product_1294-Whse_J-Category_019,2014-01-27 00:00:00.000000,24400.0
6214,Product_1294-Whse_J-Category_019,2014-01-28 00:00:00.000000,132200.0
6215,Product_1294-Whse_J-Category_019,2014-01-29 00:00:00.000000,14400.0
6216,Product_1294-Whse_J-Category_019,2014-01-30 00:00:00.000000,46100.0
6217,Product_1294-Whse_J-Category_019,2014-01-31 00:00:00.000000,52100.0
6218,Product_1294-Whse_J-Category_019,2014-02-01 00:00:00.000000,53840.0
6219,Product_1294-Whse_J-Category_019,2014-02-02 00:00:00.000000,53840.0
6220,Product_1294-Whse_J-Category_019,2014-02-03 00:00:00.000000,82600.0
6221,Product_1294-Whse_J-Category_019,2014-02-04 00:00:00.000000,55900.0
6222,Product_1294-Whse_J-Category_019,2014-02-05 00:00:00.000000,19100.0
6223,Product_1294-Whse_J-Category_019,2014-02-06 00:00:00.000000,53800.0
6224,Product_1294-Whse_J-Category_019,2014-02-07 00:00:00.000000,52850.0
6225,Product_1294-Whse_J-Category_019,2014-02-08 00:00:00.000000,52850.0
6226,Product_1294-Whse_J-Category_019,2014-02-09 00:00:00.000000,52850.0
6227,Product_1294-Whse_J-Category_019,2014-02-10 00:00:00.000000,86000.0
6228,Product_1294-Whse_J-Category_019,2014-02-11 00:00:00.000000,52966.666666666664
6229,Product_1294-Whse_J-Category_019,2014-02-12 00:00:00.000000,49200.0
6230,Product_1294-Whse_J-Category_019,2014-02-13 00:00:00.000000,49100.0
6231,Product_1294-Whse_J-Category_019,2014-02-14 00:00:00.000000,40400.0
6232,Product_1294-Whse_J-Category_019,2014-02-15 00:00:00.000000,56175.0
6233,Product_1294-Whse_J-Category_019,2014-02-16 00:00:00.000000,56175.0
6234,Product_1294-Whse_J-Category_019,2014-02-17 00:00:00.000000,90200.0
6235,Product_1294-Whse_J-Category_019,2014-02-18 00:00:00.000000,37400.0
6236,Product_1294-Whse_J-Category_019,2014-02-19 00:00:00.000000,82700.0
6237,Product_1294-Whse_J-Category_019,2014-02-20 00:00:00.000000,26900.0
6238,Product_1294-Whse_J-Category_019,2014-02-21 00:00:00.000000,80000.0
6239,Product_1294-Whse_J-Category_019,2014-02-22 00:00:00.000000,63440.0
6240,Product_1294-Whse_J-Category_019,2014-02-23 00:00:00.000000,63440.0
6241,Product_1294-Whse_J-Category_019,2014-02-24 00:00:00.000000,74300.0
6242,Product_1294-Whse_J-Category_019,2014-02-25 00:00:00.000000,81700.0
6243,Product_1294-Whse_J-Category_019,2014-02-26 00:00:00.000000,17300.0
6244,Product_1294-Whse_J-Category_019,2014-02-27 00:00:00.000000,44000.0
6245,Product_1294-Whse_J-Category_019,2014-02-28 00:00:00.000000,55000.0
6246,Product_1294-Whse_J-Category_019,2014-03-01 00:00:00.000000,54460.0
6247,Product_1294-Whse_J-Category_019,2014-03-02 00:00:00.000000,54460.0
6248,Product_1294-Whse_J-Category_019,2014-03-03 00:00:00.000000,66300.0
6249,Product_1294-Whse_J-Category_019,2014-03-04 00:00:00.000000,13200.0
6250,Product_1294-Whse_J-Category_019,2014-03-05 00:00:00.000000,12100.0
6251,Product_1294-Whse_J-Category_019,2014-03-06 00:00:00.000000,52000.0
6252,Product_1294-Whse_J-Category_019,2014-03-07 00:00:00.000000,100200.0
6253,Product_1294-Whse_J-Category_019,2014-03-08 00:00:00.000000,48760.0
6254,Product_1294-Whse_J-Category_019,2014-03-09 00:00:00.000000,48760.0
6255,Product_1294-Whse_J-Category_019,2014-03-10 00:00:00.000000,69000.0
6256,Product_1294-Whse_J-Category_019,2014-03-11 00:00:00.000000,51300.0
6257,Product_1294-Whse_J-Category_019,2014-03-12 00:00:00.000000,23600.0
6258,Product_1294-Whse_J-Category_019,2014-03-13 00:00:00.000000,56700.0
6259,Product_1294-Whse_J-Category_019,2014-03-14 00:00:00.000000,39500.0
6260,Product_1294-Whse_J-Category_019,2014-03-15 00:00:00.000000,48020.0
6261,Product_1294-Whse_J-Category_019,2014-03-16 00:00:00.000000,48020.0
6262,Product_1294-Whse_J-Category_019,2014-03-17 00:00:00.000000,132200.0
6263,Product_1294-Whse_J-Category_019,2014-03-18 00:00:00.000000,35200.0
6264,Product_1294-Whse_J-Category_019,2014-03-19 00:00:00.000000,12200.0
6265,Product_1294-Whse_J-Category_019,2014-03-20 00:00:00.000000,78000.0
6266,Product_1294-Whse_J-Category_019,2014-03-21 00:00:00.000000,64400.0
6267,Product_1294-Whse_J-Category_019,2014-03-22 00:00:00.000000,64400.0
6268,Product_1294-Whse_J-Category_019,2014-03-23 00:00:00.000000,64400.0
6269,Product_1294-Whse_J-Category_019,2014-03-24 00:00:00.000000,121600.0
6270,Product_1294-Whse_J-Category_019,2014-03-25 00:00:00.000000,95200.0
6271,Product_1294-Whse_J-Category_019,2014-03-26 00:00:00.000000,22900.0
6272,Product_1294-Whse_J-Category_019,2014-03-27 00:00:00.000000,58000.0
6273,Product_1294-Whse_J-Category_019,2014-03-28 00:00:00.000000,15000.0
6274,Product_1294-Whse_J-Category_019,2014-03-29 00:00:00.000000,62540.0
6275,Product_1294-Whse_J-Category_019,2014-03-30 00:00:00.000000,62540.0
6276,Product_1294-Whse_J-Category_019,2014-03-31 00:00:00.000000,132200.0
6277,Product_1294-Whse_J-Category_019,2014-04-01 00:00:00.000000,96000.0
6278,Product_1294-Whse_J-Category_019,2014-04-02 00:00:00.000000,40100.0
6279,Product_1294-Whse_J-Category_019,2014-04-03 00:00:00.000000,67600.0
6280,Product_1294-Whse_J-Category_019,2014-04-04 00:00:00.000000,13200.0
6281,Product_1294-Whse_J-Category_019,2014-04-05 00:00:00.000000,69820.0
6282,Product_1294-Whse_J-Category_019,2014-04-06 00:00:00.000000,69820.0
6283,Product_1294-Whse_J-Category_019,2014-04-07 00:00:00.000000,37500.0
6284,Product_1294-Whse_J-Category_019,2014-04-08 00:00:00.000000,114200.0
6285,Product_1294-Whse_J-Category_019,2014-04-09 00:00:00.000000,119700.0
6286,Product_1294-Whse_J-Category_019,2014-04-10 00:00:00.000000,17000.0
6287,Product_1294-Whse_J-Category_019,2014-04-11 00:00:00.000000,47000.0
6288,Product_1294-Whse_J-Category_019,2014-04-12 00:00:00.000000,67080.0
6289,Product_1294-Whse_J-Category_019,2014-04-13 00:00:00.000000,67080.0
6290,Product_1294-Whse_J-Category_019,2014-04-14 00:00:00.000000,1900.0
6291,Product_1294-Whse_J-Category_019,2014-04-15 00:00:00.000000,126600.0
6292,Product_1294-Whse_J-Category_019,2014-04-16 00:00:00.000000,93700.0
6293,Product_1294-Whse_J-Category_019,2014-04-17 00:00:00.000000,76800.0
6294,Product_1294-Whse_J-Category_019,2014-04-18 00:00:00.000000,13200.0
